City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Kyrylivka,UA,10/27/2021 2:03,46.3759,35.3675,46.65,60,0,12.75
307,Tura,IN,10/27/2021 2:01,25.5198,90.2201,72.36,80,0,2.42
308,Kodiak,US,10/27/2021 1:59,57.79,-152.4072,39.27,69,100,12.57
309,Sambava,MG,10/27/2021 2:03,-14.2667,50.1667,70.03,84,0,9.4
310,Puerto Escondido,MX,10/27/2021 2:04,15.85,-97.0667,81.18,86,89,7.4
311,Shahr-E Babak,IR,10/27/2021 2:04,30.1165,55.1186,51.69,56,0,6.2
312,Hazorasp,UZ,10/27/2021 2:04,41.3194,61.0742,44.44,66,100,10.33
313,Takestan,IR,10/27/2021 2:04,36.0696,49.6959,39.65,80,99,11.97
314,Tondi,IN,10/27/2021 2:04,9.7333,79.0167,81.34,73,87,8.16
315,Suntar,RU,10/27/2021 2:04,62.1444,117.6319,25.9,71,91,7.74
316,Winona,US,10/27/2021 2:04,43.9666,-91.7668,47.75,70,1,8.05
317,Pevek,RU,10/27/2021 2:01,69.7008,170.3133,11.08,93,100,13.09
318,Roma,US,10/27/2021 2:01,43.2128,-75.4557,56.12,93,90,6.91
319,Richards Bay,ZA,10/27/2021 2:01,-28.783,32.0377,65.95,90,100,4.85
320,Waipawa,NZ,10/27/2021 2:04,-41.4122,175.5153,60.46,47,100,9.73
321,Algiers,DZ,10/27/2021 2:00,36.7525,3.042,58.82,88,75,3.44
322,Aasiaat,GL,10/27/2021 2:04,68.7098,-52.8699,2.8,86,32,5.39
323,Maxixe,MZ,10/27/2021 2:04,-23.8597,35.3472,69.89,87,7,8.12
324,Saint-Francois,FR,10/27/2021 2:04,46.4154,3.9054,40.44,96,90,2.3
325,Elliot Lake,CA,10/27/2021 2:04,46.3834,-82.6331,41.25,70,98,9.35
326,Henties Bay,NA,10/27/2021 2:04,-22.116,14.2845,58.86,80,98,8.23
327,Cockburn Town,TC,10/27/2021 2:04,21.4612,-71.1419,82,76,74,3.69
328,Puri,IN,10/27/2021 2:04,19.8,85.85,75.72,79,0,14.18
329,Tiksi,RU,10/27/2021 2:00,71.6872,128.8694,14.13,94,100,3.53
330,Wanning,CN,10/27/2021 2:04,18.8003,110.3967,76.21,92,98,7.7
331,Markala,ML,10/27/2021 2:04,13.7021,-6.0659,84.67,44,88,8.28
332,Chancay,PE,10/27/2021 2:04,-11.5714,-77.2672,64.33,85,100,8.16
333,Campobello Di Mazara,IT,10/27/2021 2:04,37.6358,12.7443,67.28,85,100,1.01
334,Stephenville,US,10/27/2021 2:00,32.2207,-98.2023,78.93,71,75,16.11
335,Saryozek,KZ,10/27/2021 2:04,44.3583,77.9753,47.25,39,100,0.45
336,Barcelos,PT,10/27/2021 2:04,41.5388,-8.6151,57.69,63,85,4.5
337,Ayolas,PY,10/27/2021 2:04,-27.4,-56.9,67.68,63,0,6.2
338,Mar Del Plata,AR,10/27/2021 2:04,-38.0023,-57.5575,64.09,62,0,1.01
339,Banda Aceh,ID,10/27/2021 2:04,5.5577,95.3222,81.48,75,100,5.01
340,Matamoros,MX,10/27/2021 2:03,25.5333,-103.25,86.11,27,1,5.75
341,Timizart,DZ,10/27/2021 2:04,36.8,4.2667,59.07,83,100,6.15
342,Olafsvik,IS,10/27/2021 2:01,64.8945,-23.7142,41.76,87,100,37.85
343,Pedernales,DO,10/27/2021 2:04,18.0384,-71.744,79.95,70,0,4.54
344,Ambato,EC,10/27/2021 2:02,-1.2491,-78.6168,57.07,92,100,2.89
345,Siavonga,ZM,10/27/2021 2:04,-16.5382,28.7088,79.16,57,46,4.79
346,Dukstas,LT,10/27/2021 2:04,55.5333,26.3333,44.94,96,100,11.68
347,Asfi,MA,10/27/2021 2:01,32.2994,-9.2372,64.63,86,0,2.77
348,Kupang,ID,10/27/2021 2:04,-10.1667,123.5833,91.98,55,20,6.91
349,Rafraf,TN,10/27/2021 2:04,37.1904,10.1837,64.71,77,100,15.57
350,Washington,US,10/27/2021 2:04,47.5001,-120.5015,50.58,74,100,2.46
351,Birao,CF,10/27/2021 2:04,10.2849,22.7882,73.51,48,94,1.63
352,Lakes Entrance,AU,10/27/2021 2:04,-37.8811,147.981,68.16,60,6,9.78
353,Dali,CN,10/27/2021 2:02,25.7,100.1833,61.39,71,2,2.35
354,Belvedere Marittimo,IT,10/27/2021 2:04,39.6179,15.8617,61.12,77,94,10.13
355,Shingu,JP,10/27/2021 2:04,33.7333,135.9833,69.21,60,76,3.33
356,Rawson,AR,10/27/2021 2:04,-43.3002,-65.1023,66.4,39,2,15.9
357,Matagami,CA,10/27/2021 2:02,49.7502,-77.6328,39.2,72,100,5.82
358,Tema,GH,10/27/2021 2:04,5.667,-0.0166,78.08,83,100,4.59
359,Ossora,RU,10/27/2021 2:04,59.2353,163.0719,27.3,87,88,2.86
360,Abu Zabad,SD,10/27/2021 2:04,12.35,29.25,78.28,43,100,5.73
361,Grand Gaube,MU,10/27/2021 2:01,-20.0064,57.6608,73.38,70,4,8.99
362,Tessalit,ML,10/27/2021 2:02,20.1986,1.0114,79.9,16,69,8.05
363,Itainopolis,BR,10/27/2021 2:04,-7.4469,-41.4783,84.29,31,30,6.58
364,Sargur,IN,10/27/2021 2:04,11.9833,76.4167,72.18,90,89,3.2
365,Aketi,CD,10/27/2021 2:04,2.7388,23.7833,70.05,99,100,2.26
366,Bayog,PH,10/27/2021 2:04,7.8667,123.0667,82.08,85,99,2.44
367,Aquiraz,BR,10/27/2021 2:04,-3.9014,-38.3911,82.49,77,24,14.23
368,Limon,CR,10/27/2021 2:04,10,-83.0333,80.17,79,99,2.24
369,Sakaiminato,JP,10/27/2021 2:04,35.55,133.2333,65.08,58,100,6.82
370,Krasnoarmeysk,RU,10/27/2021 2:04,51.0239,45.6969,35.15,56,93,11.59
371,Kokopo,PG,10/27/2021 2:04,-4.352,152.2633,87.26,60,26,9.37
372,Vao,NC,10/27/2021 2:04,-22.6667,167.4833,73.58,82,100,8.03
373,Ngama,TD,10/27/2021 2:04,11.7833,17.1667,81.36,55,46,6.04
374,Beinamar,TD,10/27/2021 2:04,8.6698,15.3813,71.98,89,100,4.45
375,Dom Pedrito,BR,10/27/2021 2:02,-30.9828,-54.6731,65.98,71,0,3.65
376,Bayji,IQ,10/27/2021 2:04,34.9311,43.487,66.69,30,37,3.27
377,Bronnoysund,NO,10/27/2021 2:04,65.4625,12.1997,46.4,81,75,10.36
378,Dariba,IN,10/27/2021 2:04,24.95,74.1333,62.71,60,0,3.83
379,Dinguiraye,GN,10/27/2021 2:04,11.3,-10.7167,71.42,88,8,1.34
380,Klaksvik,FO,10/27/2021 2:04,62.2266,-6.589,50.92,84,0,22.48
381,Okahandja,NA,10/27/2021 2:04,-21.9833,16.9167,73.83,24,100,4.38
382,Alice Springs,AU,10/27/2021 2:04,-23.7,133.8833,96.35,17,12,20.71
383,Portree,GB,10/27/2021 2:04,57.4129,-6.1942,53.85,94,67,15.37
384,Lumphat,KH,10/27/2021 2:04,13.4878,106.9816,75.97,89,100,3.56
385,Cayenne,GF,10/27/2021 2:04,4.9333,-52.3333,81.09,87,0,4
386,Warrnambool,AU,10/27/2021 2:04,-38.3833,142.4833,74.8,45,33,16.78
387,Warmbad,NA,10/27/2021 2:04,-28.45,18.7333,68.07,31,0,5.77
388,Urucui,BR,10/27/2021 2:04,-7.2294,-44.5561,86.95,38,91,6.58
389,Mehamn,NO,10/27/2021 2:04,71.0357,27.8492,32.63,59,100,19.69
390,Viedma,AR,10/27/2021 2:00,-40.8135,-62.9967,62.19,28,0,3.6
391,Shumyachi,RU,10/27/2021 2:04,53.8583,32.4242,37.44,67,100,11.03
392,Sabang,ID,10/27/2021 2:04,5.8933,95.3214,80.56,78,100,8.32
393,Coihaique,CL,10/27/2021 2:03,-45.5752,-72.0662,53.55,66,75,5.75
394,Saint-Joseph,RE,10/27/2021 2:04,-21.3667,55.6167,70.16,73,39,7.65
395,Nalut,LY,10/27/2021 2:04,30.3333,10.85,62.62,68,100,7.85
396,Dutlwe,BW,10/27/2021 2:04,-23.9833,23.9,68.52,62,60,18.57
397,Namibe,AO,10/27/2021 2:04,-15.1961,12.1522,64.72,71,78,8.19
398,Zapolyarnyy,RU,10/27/2021 2:04,69.4154,30.8136,31.28,88,99,8.03
399,Sungaipenuh,ID,10/27/2021 2:04,-2.0833,101.3833,66.96,89,100,1.5
400,Nigde,TR,10/27/2021 2:04,37.8333,34.75,39.4,59,46,2.66
401,Sinnamary,GF,10/27/2021 2:04,5.3833,-52.95,78.06,90,63,9.84
402,Lembeni,TZ,10/27/2021 2:04,-3.7833,37.6167,66.49,83,37,0.49
403,Tel Aviv-Yafo,IL,10/27/2021 2:04,32.0805,34.7805,67.1,76,0,3.44
404,Trincomalee,LK,10/27/2021 2:04,8.5711,81.2335,80.69,76,51,5.68
405,Madanapalle,IN,10/27/2021 2:04,13.55,78.5,70.77,84,53,3.29
406,Clyde River,CA,10/27/2021 2:04,70.4692,-68.5914,22.96,82,100,4.85
407,Fortuna,US,10/27/2021 2:04,40.5982,-124.1573,57.42,74,90,5.99
408,Narathiwat,TH,10/27/2021 2:04,6.3333,101.75,85.73,76,98,2.1
409,Lugovoy,KZ,10/27/2021 2:04,42.9472,72.7644,50.88,42,100,5.68
410,Touros,BR,10/27/2021 2:01,-5.1989,-35.4608,78.55,75,16,15.1
411,Lodja,CD,10/27/2021 2:04,-3.4833,23.4333,68.95,99,97,1.41
412,Boleslawiec,PL,10/27/2021 2:04,51.2642,15.5697,49.01,89,100,8.55
413,Half Moon Bay,US,10/27/2021 2:04,37.4636,-122.4286,64.62,72,90,1.01
414,Gizo,SB,10/27/2021 2:04,-8.103,156.8419,84.34,69,14,5.57
415,Cortes,ES,10/27/2021 2:05,41.9395,-1.4396,48.38,81,10,4.9
416,Abha,SA,10/27/2021 2:05,18.2164,42.5053,55.65,72,0,0
417,Makokou,GA,10/27/2021 2:05,0.5738,12.8642,68.07,99,99,2.48
418,Camopi,GF,10/27/2021 2:05,3.1655,-52.3158,73.51,96,78,3.74
419,Lavrentiya,RU,10/27/2021 2:00,65.5833,-171,13.64,71,97,6.31
420,Havre-Saint-Pierre,CA,10/27/2021 2:05,50.2334,-63.5986,41.85,68,0,12.37
421,Gornopravdinsk,RU,10/27/2021 2:05,60.05,69.9,21.72,90,6,8.3
422,Sal Rei,CV,10/27/2021 2:05,16.1833,-22.9167,77.56,75,97,16.22
423,Gravelbourg,CA,10/27/2021 2:05,49.8834,-106.5512,47.37,45,100,6.67
424,Bonthe,SL,10/27/2021 2:03,7.5264,-12.505,76.42,88,43,3.47
425,Doha,QA,10/27/2021 2:05,25.2867,51.5333,78.78,61,0,6.91
426,Trelew,AR,10/27/2021 2:05,-43.249,-65.3051,69.03,33,2,20.11
427,Kungurtug,RU,10/27/2021 2:05,50.5994,97.5228,37.94,40,8,0.85
428,Ayagoz,KZ,10/27/2021 2:05,47.9714,80.4392,37.99,74,100,4.27
429,Cuamba,MZ,10/27/2021 2:05,-14.8031,36.5372,71.42,72,10,2.73
430,Bandarbeyla,SO,10/27/2021 2:05,9.4942,50.8122,76.41,81,52,2.8
431,Hualmay,PE,10/27/2021 2:05,-11.0964,-77.6139,63.25,83,100,9.55
432,Ayan,RU,10/27/2021 2:05,56.45,138.1667,36.18,99,100,13.31
433,Tabuk,PH,10/27/2021 2:05,17.4189,121.4443,79.65,75,94,5.46
434,Isangel,VU,10/27/2021 2:05,-19.55,169.2667,82.31,71,22,7.27
435,Lorengau,PG,10/27/2021 2:05,-2.0226,147.2712,86.11,65,11,5.82
436,Bafra,TR,10/27/2021 2:05,41.5678,35.9069,50.83,76,8,7.83
437,Bac Lieu,VN,10/27/2021 2:05,9.285,105.7244,82.15,74,84,6.89
438,Humaita,BR,10/27/2021 2:05,-7.5061,-63.0208,74.44,84,17,2.55
439,Barrhead,GB,10/27/2021 2:05,55.7992,-4.3929,58.01,91,100,5.99
440,Hastings,GB,10/27/2021 2:05,50.8552,0.5729,60.91,81,97,19.73
441,Misratah,LY,10/27/2021 2:05,32.3754,15.0925,71.37,74,99,15.17
442,Flin Flon,CA,10/27/2021 2:05,54.7682,-101.865,39,95,100,7.07
443,Atikokan,CA,10/27/2021 2:05,48.7555,-91.6216,35.69,84,94,10.58
444,Juegang,CN,10/27/2021 2:05,32.3174,121.1855,66.97,60,8,9.35
445,Margate,GB,10/27/2021 2:05,51.3813,1.3862,60.51,85,89,1.99
446,Zeerust,ZA,10/27/2021 2:05,-25.5369,26.0751,61.32,82,18,12.15
447,Champerico,GT,10/27/2021 2:05,14.3,-91.9167,85.35,82,36,3.53
448,Tahe,CN,10/27/2021 2:05,52.3333,124.7333,38.62,71,99,10.25
449,Finschhafen,PG,10/27/2021 2:05,-6.6024,147.8681,86.14,64,76,10.38
450,Tuatapere,NZ,10/27/2021 2:05,-46.1333,167.6833,60.22,82,88,5.01
451,Manokwari,ID,10/27/2021 2:05,-0.8667,134.0833,84.07,69,92,6.42
452,Tazovskiy,RU,10/27/2021 2:05,67.4667,78.7,17.98,95,100,12.01
453,San Patricio,US,10/27/2021 2:05,28.017,-97.5169,81.84,79,77,15.95
454,Outlook,CA,10/27/2021 2:02,51.5001,-107.0513,45.64,49,100,5.99
455,Klyuchi,RU,10/27/2021 2:05,52.2667,79.1667,30.02,64,100,4.52
456,Bileca,BA,10/27/2021 2:05,42.8719,18.4297,53.49,68,100,5.55
457,Tecoanapa,MX,10/27/2021 2:05,16.5167,-98.75,79.83,86,92,5.59
458,Siocon,PH,10/27/2021 2:05,7.7061,122.1353,82.4,81,100,1.52
459,Ha Giang,VN,10/27/2021 2:05,22.8333,104.9833,75.81,77,82,1.83
460,Inhambane,MZ,10/27/2021 2:05,-23.865,35.3833,70.92,85,10,9.62
461,Opuwo,NA,10/27/2021 2:05,-18.0607,13.84,67.59,23,99,3.2
462,Qaqortoq,GL,10/27/2021 2:05,60.7167,-46.0333,36.1,60,88,6.13
463,Bystryy Istok,RU,10/27/2021 2:05,52.371,84.3873,37.96,71,100,5.91
464,Bartica,GY,10/27/2021 2:05,6.4,-58.6167,77.32,99,99,2.48
465,Skibbereen,IE,10/27/2021 2:05,51.55,-9.2667,58.8,95,100,25.28
466,Airai,TL,10/27/2021 2:05,-8.9266,125.4092,79.68,35,96,2.82
467,Borogontsy,RU,10/27/2021 2:05,62.6683,131.1683,32.32,91,100,3.96
468,San Quintin,MX,10/27/2021 2:05,30.4833,-115.95,62.31,74,0,16.42
469,Tautira,PF,10/27/2021 2:05,-17.7333,-149.15,84,77,40,7.38
470,Iralaya,HN,10/27/2021 2:05,15,-83.2333,80.53,80,12,6.78
471,Morondava,MG,10/27/2021 2:05,-20.2833,44.2833,73.58,83,0,7.78
472,Port Keats,AU,10/27/2021 2:05,-14.25,129.55,90.23,58,14,10.51
473,Aksarka,RU,10/27/2021 2:05,66.5606,67.7975,18.12,77,99,14.07
474,Srednekolymsk,RU,10/27/2021 2:01,67.45,153.6833,1.72,92,33,3.11
475,Abu Samrah,SY,10/27/2021 2:05,35.3029,37.1841,61.68,45,22,4.34
476,Talnakh,RU,10/27/2021 2:05,69.4865,88.3972,10.96,90,100,4.43
477,Walvis Bay,NA,10/27/2021 2:05,-22.9575,14.5053,59.09,83,56,6.26
478,Homer,US,10/27/2021 2:02,59.6425,-151.5483,41.81,71,89,13
479,Maraa,BR,10/27/2021 2:05,-1.8333,-65.3667,73.71,98,100,0.76
480,Kyren,RU,10/27/2021 2:05,51.6828,102.1408,44.33,55,23,3.33
481,Iskateley,RU,10/27/2021 2:05,67.6803,53.1512,14.72,93,8,5.66
482,Marfino,RU,10/27/2021 2:05,55.7028,37.3822,39.11,68,0,8.95
483,Bilibino,RU,10/27/2021 2:05,68.0546,166.4372,-13.29,99,98,0.76
484,Cabarroguis,PH,10/27/2021 2:05,16.5833,121.5,80.04,80,100,3.51
485,Thomaston,US,10/27/2021 2:05,32.8882,-84.3266,58.06,70,1,1.99
486,Ilhabela,BR,10/27/2021 2:01,-23.7781,-45.3581,69.58,91,97,2.1
487,Beaupre,CA,10/27/2021 2:05,47.0443,-70.8953,50.81,90,100,18.88
488,Pacific Grove,US,10/27/2021 2:05,36.6177,-121.9166,62.11,78,40,1.01
489,Wamba,NG,10/27/2021 2:05,8.9333,8.6,73.13,91,41,2.21
490,Longyan,CN,10/27/2021 2:05,25.1072,117.0225,76.53,67,27,1.95
491,Parana,AR,10/27/2021 2:01,-31.732,-60.5238,74.52,56,5,9.37
492,San Francisco,US,10/27/2021 2:04,37.7749,-122.4194,64.67,76,75,1.01
493,Constantine,DZ,10/27/2021 2:05,36.365,6.6147,54.73,85,100,1.3
494,Pombas,CV,10/27/2021 2:05,17.1503,-25.0201,74.98,77,75,11.56
495,Tenkodogo,BF,10/27/2021 2:05,11.78,-0.3697,81.09,43,94,5.93
496,Laguna,US,10/27/2021 2:01,38.421,-121.4238,63.93,67,90,0
497,Skowhegan,US,10/27/2021 2:02,44.7651,-69.7192,54.1,90,100,16.08
498,Portland,US,10/27/2021 2:04,45.5234,-122.6762,55.38,91,90,1.99
499,The Pas,CA,10/27/2021 2:05,53.8251,-101.2541,41.02,93,90,6.91
500,Prachuap Khiri Khan,TH,10/27/2021 2:05,12.2167,99.75,78.94,72,78,6.15
501,Mecca,SA,10/27/2021 2:05,21.4267,39.8261,78.75,54,12,1.92
502,Taunggyi,MM,10/27/2021 2:05,20.7833,97.0333,66.94,86,15,1.16
503,Le Port,RE,10/27/2021 2:05,-20.9373,55.2919,71.56,69,28,5.66
504,Portel,BR,10/27/2021 2:05,-1.9356,-50.8211,74.77,95,48,3.13
505,Havoysund,NO,10/27/2021 2:05,70.9963,24.6622,32.88,60,91,27.11
506,Nouadhibou,MR,10/27/2021 2:05,20.931,-17.0347,69.44,79,99,17.72
507,Shenjiamen,CN,10/27/2021 2:05,29.9576,122.298,67.46,61,27,12.75
508,Dolores,AR,10/27/2021 2:05,-36.3132,-57.6792,66.33,65,0,4.63
509,Krasnyy Yar,RU,10/27/2021 2:05,46.5331,48.3456,39.13,74,5,1.52
510,Arvika,SE,10/27/2021 2:05,59.6553,12.5852,47.01,90,100,8.05
511,Vryheid,ZA,10/27/2021 2:05,-27.7695,30.7917,57.9,94,100,2.82
512,Mwingi,KE,10/27/2021 2:05,-0.9344,38.0601,65.43,84,32,2.17
513,Chaguanas,TT,10/27/2021 2:05,10.5167,-61.4167,78.17,69,83,6.04
514,Enumclaw,US,10/27/2021 2:05,47.2043,-121.9915,51.89,92,97,4
515,Lowestoft,GB,10/27/2021 2:05,52.4752,1.7516,59.95,86,97,18.5
516,Kieta,PG,10/27/2021 2:05,-6.2167,155.6333,85.57,66,50,6.26
517,Bambanglipuro,ID,10/27/2021 2:05,-7.95,110.2833,83.8,71,99,10.31
518,Kapoeta,SS,10/27/2021 2:05,4.7717,33.5903,73.04,69,42,3.74
519,Bulungu,CD,10/27/2021 2:05,-4.55,18.6,69.22,98,99,1.77
520,Nelson Bay,AU,10/27/2021 2:05,-32.7167,152.15,83.28,64,6,4
521,U Thong,TH,10/27/2021 2:05,14.3751,99.8923,85.84,73,100,10.89
522,Grindavik,IS,10/27/2021 2:05,63.8424,-22.4338,43.27,81,90,31.07
523,Carroll,US,10/27/2021 2:01,39.5501,-77.0164,51.46,76,90,5.99
524,Sile,TR,10/27/2021 2:05,41.1754,29.6133,51.57,69,37,9.6
525,Kabalo,CD,10/27/2021 2:05,-6.05,26.9167,68.81,93,71,1.77
526,Korla,CN,10/27/2021 2:05,41.7597,86.1469,46.67,39,1,2.89
527,Gavle,SE,10/27/2021 2:05,60.6745,17.1417,37.99,92,68,4
528,North Bend,US,10/27/2021 2:05,43.4065,-124.2243,57.85,97,90,11.5
529,Boden,SE,10/27/2021 2:05,65.8252,21.6886,28.4,94,100,2.8
530,Namangan,UZ,10/27/2021 2:05,40.9983,71.6726,48.65,61,96,2.3
531,Milyutinskaya,RU,10/27/2021 2:05,48.6279,41.6679,29.3,52,15,5.1
532,Luunja,EE,10/27/2021 2:05,58.3558,26.8808,46.74,81,90,11.5
533,Comodoro Rivadavia,AR,10/27/2021 2:05,-45.8667,-67.5,64.26,39,0,23.02
534,Chabahar,IR,10/27/2021 2:05,25.2919,60.643,77.47,79,0,3.29
535,Brae,GB,10/27/2021 2:05,60.3964,-1.353,53.51,90,24,19.64
