City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
804,Suleja,NG,71.76,overcast clouds,9.1758,7.1808,Capy Motel
809,Pasir Gudang,MY,86.97,broken clouds,1.4584,103.8805,Swan Garden Hotel
810,Nabire,ID,86.16,scattered clouds,-3.3667,135.4833,Hotel Nusantara Nabire
811,Celestun,MX,75.78,few clouds,20.8667,-90.4,Posada Lilia
812,Olinda,BR,80.33,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
814,Nampula,MZ,67.06,broken clouds,-15.1165,39.2666,BUTIK Hotel
819,Uravakonda,IN,71.53,overcast clouds,14.95,77.2667,Divya Lodge
822,Pemangkat,ID,81.99,few clouds,1.1667,108.9667,Ramah Kost KITA
823,Kuantan,MY,80.4,broken clouds,3.8077,103.326,Hotel Sentral Kuantan
826,Gushikawa,JP,78.03,broken clouds,26.3544,127.8686,Kirari Guest House
828,Padang,ID,75.25,moderate rain,-0.9492,100.3543,Mercure Padang
830,Mareeba,AU,90.32,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
834,Rio Grande,BR,69.94,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
837,Almirante,PA,78.89,overcast clouds,9.3,-82.4,Hotel 888
846,Moron,AR,78.01,light rain,-34.6534,-58.6198,Hotel Morón
847,Manadhoo,MV,80.55,overcast clouds,5.7667,73.3833,Reason Inn
848,Pontal Do Parana,BR,72.73,overcast clouds,-25.6533,-48.5128,Eco Hostel Residencial Bananeiras
849,Bogo,PH,82.49,overcast clouds,11.0517,124.0055,Acrige Apartelle 2 pax Twin @ heart of Bogo City
854,Punganuru,IN,67.66,overcast clouds,13.3667,78.5833,Subrahmanyam hotel
855,Honiara,SB,87.96,broken clouds,-9.4333,159.95,Heritage Park Hotel
856,Kattivakkam,IN,78.89,scattered clouds,13.2167,80.3167,Euronova Freezer
865,Euclides Da Cunha,BR,70.48,clear sky,-10.5075,-39.0158,Hotel e Posto Bastos
868,Puerto Del Rosario,ES,69.55,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
870,Sabang,ID,80.15,overcast clouds,5.8933,95.3214,Hotel Citra
874,Tagusao,PH,83.08,overcast clouds,9.1924,117.8141,Toledo
876,Canto Do Buriti,BR,80.64,clear sky,-8.11,-42.9444,Novo Hotel
878,Praia,CV,73.94,broken clouds,14.9215,-23.5087,LT Aparthotel
880,Paso De Los Toros,UY,67.06,clear sky,-32.8167,-56.5167,Complejo Isabelino
882,Vilhena,BR,73.65,scattered clouds,-12.7406,-60.1458,Hotel Mirage
884,Nosy Varika,MG,70.16,scattered clouds,-20.5833,48.5333,Hotel Volazara
888,Wagga Wagga,AU,68.59,clear sky,-35.1167,147.3667,The Club Motel and Apartments
889,Morro Bay,US,67.08,overcast clouds,35.3658,-120.8499,Inn at Morro Bay
891,Orito,CO,71.76,overcast clouds,0.6766,-76.8771,Mayju
892,Akyab,MM,77.95,clear sky,20.15,92.9,Hotel Memory
894,Catuday,PH,81.27,few clouds,16.2923,119.8062,Benjie's Kubo & Cottages
895,Ouro Preto Do Oeste,BR,77.95,scattered clouds,-10.7481,-62.2158,Graúna Resort Hotel
898,Mattru,SL,71.83,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
899,Indaial,BR,70.61,overcast clouds,-26.8978,-49.2317,OYO Hotel Indaial
904,Lockhart,US,68.05,overcast clouds,28.6194,-81.4426,Courtyard by Marriott Orlando Altamonte Springs/Maitland
906,Payakumbuh,ID,74.53,overcast clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
908,Camocim,BR,79.66,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
909,Musoma,TZ,70.29,overcast clouds,-1.5,33.8,New Peninsula Hotel
911,Balabac,PH,84.2,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
912,Santa Rosa,PH,87.1,clear sky,14.3122,121.1114,Erlyn’s Sta Rosa City Home
914,Itupeva,BR,68.4,clear sky,-23.1531,-47.0578,Itupeva Plaza Hotel
917,Tucumcari,US,68.94,clear sky,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
918,Qui Nhon,VN,78.13,scattered clouds,13.7667,109.2333,Hoang Yen Canary Hotel
919,Sugod,PH,83.07,broken clouds,12.987,124.0805,Musngi Garage
922,Kandi,BJ,76.21,scattered clouds,11.1342,2.9386,Baric Motel De Kandi
923,Den Chai,TH,76.86,overcast clouds,17.9837,100.0522,Ruean Saen Hotel
925,Fare,PF,78.21,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
928,Isla Vista,US,70.12,mist,34.4133,-119.861,Best Western Plus South Coast Inn
929,Nanga Eboko,CM,67.12,overcast clouds,4.6833,12.3667,Motel Papi Palace
931,Monrovia,LR,76.77,overcast clouds,6.3005,-10.7969,Sunset Inn
934,Isla Aguada,MX,78.85,clear sky,18.7833,-91.4667,Freedom Shores
938,Marsh Harbour,BS,76.77,broken clouds,26.5412,-77.0636,Abaco Beach Resort
946,Antalaha,MG,71.6,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
950,Les Cayes,HT,78.19,scattered clouds,18.2,-73.75,Villa Orphee
951,Mwense,ZM,69.87,few clouds,-10.3845,28.698,Mwense Council Guest House
953,Vieira De Leiria,PT,69.67,overcast clouds,39.8695,-8.9324,Hotel Cristal Vieira Praia & SPA
955,Sibolga,ID,79.12,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
956,Chenghai,CN,73.45,scattered clouds,23.4632,116.768,Guangdong Hotel
959,Phalodi,IN,73.69,clear sky,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
960,Tiarei,PF,82.42,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
961,Karonga,MW,76.32,clear sky,-9.9333,33.9333,Sumuka Inn
962,Galesong,ID,80.62,overcast clouds,-5.3166,119.3661,Sapriadi Appy
967,Sri Aman,MY,78.84,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
971,Ambon,ID,86.14,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
972,Andrews,US,72.66,clear sky,32.3187,-102.5457,Days Inn by Wyndham Andrews Texas
974,Yarada,IN,77.32,mist,17.65,83.2667,MR-SAGAR_KUMAR_RTR™
978,Puri,IN,75.72,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
980,Damietta,EG,74.17,overcast clouds,31.4165,31.8133,SULIMAN INN
981,Ambilobe,MG,73.51,few clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
984,Sao Gabriel Da Cachoeira,BR,75.52,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
988,Porbandar,IN,75.81,few clouds,21.6422,69.6093,Lords Inn Porbandar
989,Tahta,EG,80.11,overcast clouds,26.7693,31.5021,مصطفي عساف
992,Hosdurga,IN,68.43,overcast clouds,13.7981,76.2861,Ambur dum biriyani
993,Vanimo,PG,86.85,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
994,Porto Empedocle,IT,67.71,overcast clouds,37.2934,13.5264,Hotel dei Pini
995,The Valley,AI,82.26,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
998,Machaneng,BW,71.04,clear sky,-23.1862,27.4886,Matswelo Hotel
1001,Port Keats,AU,90.55,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
1004,Progreso,MX,73.51,clear sky,21.2833,-89.6667,Playa Linda Hotel
1005,Mandeville,JM,69.06,overcast clouds,18.0417,-77.5071,Mandeville Hotel
1007,Acarau,BR,79.72,broken clouds,-2.8856,-40.12,castelo pizzaria
1009,Bambanglipuro,ID,82.13,overcast clouds,-7.95,110.2833,Puri Brata
1010,San Policarpo,PH,83.41,scattered clouds,12.1791,125.5072,Agapita M. Nicart
1014,Muscat,OM,77.02,clear sky,23.6139,58.5922,Mutrah Hotel
1015,Puerto Asis,CO,75.51,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
1017,Corn Island,NI,83.68,overcast clouds,12.1694,-83.0418,Big Fish Guest House
1025,Salvador,SV,72.0,overcast clouds,13.8333,-88.9167,Chico's Ranch
1026,Basco,PH,80.56,few clouds,20.4487,121.9702,Nathaniel's Lodge
1028,Hopelchen,MX,69.73,clear sky,19.7667,-89.85,Hotel Jaguar
1032,Cockburn Town,TC,82.6,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
1037,Ingleside,US,73.63,clear sky,27.8778,-97.2117,Quality Inn Ingleside - Corpus Christi
1040,Roebourne,AU,78.94,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
1042,Cape Coast,GH,78.28,overcast clouds,5.1053,-1.2466,Samrit Hotel
1047,Ishigaki,JP,76.12,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
1048,Lazaro Cardenas,MX,79.16,clear sky,17.9583,-102.2,quinta antigua
1050,Vao,NC,71.71,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
1052,Tebingtinggi,ID,72.88,overcast clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
1056,Young,UY,77.23,clear sky,-32.6833,-57.6333,Posada Gira el Sol
1061,Gat,IL,72.39,overcast clouds,31.61,34.7642,OlusHome
1064,Nuqui,CO,76.71,light rain,5.7125,-77.2708,Hotel Nuquimar
1065,Marsa Matruh,EG,71.04,clear sky,31.3525,27.2453,Beau Site
1066,Mitsamiouli,KM,77.61,clear sky,-11.3847,43.2844,Foyer ADM
1067,Sinnamary,GF,78.93,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1072,Nanakuli,US,83.57,clear sky,21.3906,-158.1547,Camp Pālehua
1073,Tarakan,ID,83.7,few clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
1082,Road Town,VG,80.01,clear sky,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
1083,Kalmunai,LK,78.04,broken clouds,7.4167,81.8167,VS Villa
1085,Rock Sound,BS,81.52,scattered clouds,24.9,-76.2,Rock Sound Club
1086,Mozarlandia,BR,75.85,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
1087,Pangai,TO,76.64,clear sky,-19.8,-174.35,Ha'apai Beach Resort
1093,Kampong Thum,KH,77.79,overcast clouds,12.7111,104.8887,Sambor Village Hotel
1097,Mendi,PG,71.22,broken clouds,-6.1761,143.6513,Kiburu Lodge
1098,Tunga,PH,79.84,light rain,11.2456,124.7517,NAYS FARM
1099,Loum,CM,72.09,light rain,4.7182,9.7351,Hotel ROGER
1102,Waddan,LY,67.89,broken clouds,29.1614,16.139,محل الشريف محمد العايب
1104,Bintulu,MY,80.87,broken clouds,3.1667,113.0333,900 Boutique INN
1113,Cessnock,AU,68.99,broken clouds,-32.8333,151.35,Hunter Valley Motel
1114,Coari,BR,78.71,scattered clouds,-4.085,-63.1414,HOTEL ALEX FLAT
1117,Harper,LR,77.04,broken clouds,4.375,-7.7169,Screensaver
1120,Kwinana,AU,70.18,overcast clouds,-32.25,115.7667,Rockingham Apartments
1125,Nyalikungu,TZ,69.33,few clouds,-3.1833,33.7833,Pamba hotel
1126,Gisborne,NZ,74.95,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
1128,Buchanan,LR,76.96,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
1130,Kawalu,ID,78.89,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
1131,Matara,LK,76.37,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
1133,Kudahuvadhoo,MV,82.96,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
1135,Sulangan,PH,82.94,light rain,11.1373,123.7228,Maia's Beach Resort
1143,Muisne,EC,74.89,scattered clouds,0.6,-80.0333,Quinta Samay
1149,Socorro,US,78.01,clear sky,31.6546,-106.3033,guarderia imss papalote
1150,Sarh,TD,76.91,clear sky,9.1429,18.3923,Domicile 1sur le goudron
1151,Pathein,MM,77.61,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
1152,Riyadh,SA,69.94,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
1153,Kishi,NG,74.75,overcast clouds,9.0833,3.85,New NCCF KISI
1156,Mamallapuram,IN,78.85,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1157,Keningau,MY,82.85,overcast clouds,5.3378,116.1602,Sabindo Hotel
1159,Jimenez,MX,72.46,clear sky,28.3333,-105.4,El torreon
1162,Fomboni,KM,78.44,clear sky,-12.28,43.7425,Auberge les abou
1163,Lingao,CN,76.14,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
1164,Tera,NE,84.47,clear sky,14.0078,0.7531,Hotel Dar es salam
1165,Moranbah,AU,90.97,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
1170,Barra Do Corda,BR,78.01,scattered clouds,-5.5,-45.25,Belchior Palace Hotel
1171,Kushima,JP,68.04,broken clouds,31.4583,131.2333,Hanaoka
1173,Balikpapan,ID,81.59,few clouds,-1.2675,116.8289,ibis Balikpapan
1180,Dharmadam,IN,76.35,overcast clouds,11.7833,75.4333,Samudra Homes
1181,La Libertad,EC,71.53,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
1182,Veraval,IN,75.18,overcast clouds,20.9,70.3667,Lords Inn Somnath
1183,Dayong,CN,74.89,light rain,25.0209,118.2898,Haiyue Express Hotel
1188,Isla Mujeres,MX,71.65,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
1190,Nanyamba,TZ,67.55,few clouds,-10.6833,39.8333,Busati Lodge Nanyamba
1197,Oeiras,BR,85.24,broken clouds,-7.0253,-42.1311,Hotel SESC Oeiras
1198,Sacapulas,GT,71.24,overcast clouds,15.2867,-91.0872,Hotel La Estancia
1199,Carutapera,BR,78.04,broken clouds,-1.195,-46.02,Lidera
1204,Otorohanga,NZ,69.55,overcast clouds,-38.1833,175.2,Otorohanga Kiwi Holiday Park
1207,Pecos,US,79.3,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
1211,Waingapu,ID,84.42,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
1214,Rio Rancho,US,69.94,clear sky,35.2334,-106.6645,Hilton Garden Inn Albuquerque North/Rio Rancho
1216,Akhmim,EG,73.6,overcast clouds,26.5622,31.745,برج الماسة السكني
1217,Maumere,ID,85.01,broken clouds,-8.6199,122.2111,Sylvia Hotel
1219,Le Vauclin,MQ,78.85,few clouds,14.5452,-60.8388,Hôtel Cap Macabou
1221,Long Beach,US,74.43,clear sky,33.767,-118.1892,The Westin Long Beach
1225,Cascais,PT,69.17,overcast clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
1226,Port Saint Lucie,US,73.02,clear sky,27.2939,-80.3503,Best Western Port St. Lucie
1227,Oranjestad,AW,82.35,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
1228,Praia Da Vitoria,PT,68.76,scattered clouds,38.7333,-27.0667,Hotel Branco I
1231,Kingston,JM,81.55,few clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
1233,Manacapuru,BR,81.18,scattered clouds,-3.2997,-60.6206,Novo Hotel
1235,Basoko,CD,70.56,light rain,1.2391,23.616,Jackyna Hotel
1237,Yenagoa,NG,76.39,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1239,Sao Felix Do Xingu,BR,78.46,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
1244,Bosaso,SO,79.7,light rain,11.2842,49.1816,Red Sea Hotel
1245,Phonhong,LA,80.42,broken clouds,18.5007,102.4166,Manyvong Guest House
1246,Sadasivpet,IN,74.21,broken clouds,17.6212,77.9503,Anantha sai medical & General store
1247,Minab,IR,67.5,clear sky,27.1467,57.0801,Bam campground
1249,Palauig,PH,84.16,clear sky,15.435,119.9045,Alperi Botique Resort
1250,Nkhata Bay,MW,75.27,few clouds,-11.6066,34.2907,Mayoka Village
1251,Esmeralda,CU,74.44,overcast clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
1258,Christchurch,NZ,70.0,clear sky,-43.5333,172.6333,The George
1261,Conceicao Do Araguaia,BR,79.86,heavy intensity rain,-8.2578,-49.2647,Tarumã Tropical Hotel
1262,Mayumba,GA,77.09,light rain,-3.432,10.6554,LIKWALE LODGE
1267,Port Antonio,JM,82.31,broken clouds,18.18,-76.4612,The Trident Hotel
1270,Abnub,EG,77.22,overcast clouds,27.2696,31.1511,Romany Adly Gad
1271,Saint-Georges,GD,79.63,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
1272,Nago,JP,79.65,scattered clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1275,Guasdualito,VE,72.54,overcast clouds,7.2424,-70.7324,Hotel Cuibas
1277,Owando,CG,72.25,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
1280,Shenzhen,CN,77.27,overcast clouds,22.5455,114.0683,Shenzhen Shanghai Hotel
1282,Indramayu,ID,84.36,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
1287,Perth,AU,69.67,clear sky,-31.9333,115.8333,Beatty Lodge
1288,Chichimila,MX,71.15,clear sky,20.6167,-88.2167,Casa Kiin
1291,Manicore,BR,76.75,few clouds,-5.8092,-61.3003,Hotel Durval
1295,Port Moresby,PG,85.01,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
1296,Jacareacanga,BR,79.34,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
1297,Maningrida,AU,90.72,scattered clouds,-12.0667,134.2667,Dhukurrdji Lodge
1299,San-Pedro,CI,75.81,overcast clouds,4.7485,-6.6363,Hotel Maria
1300,Kindu,CD,69.17,overcast clouds,-2.95,25.95,Résidence Okanda
1301,Nelson Bay,AU,70.75,broken clouds,-32.7167,152.15,Mantra Nelson Bay
1303,Minjur,IN,78.82,scattered clouds,13.2667,80.2667,Whitefield Integrated Residential Township
1304,Libertador General San Martin,AR,72.72,overcast clouds,-23.8064,-64.7876,Posada del Sol
1306,Santo Antonio Do Leverger,BR,79.18,broken clouds,-15.8656,-56.0767,Chácara Do SINETRAN
1308,Thiruvananthapuram,IN,78.78,mist,8.4833,76.9167,Hotel Residency Tower
1309,Tukrah,LY,69.39,overcast clouds,32.5341,20.5791,Lagrota restaurant
1312,Mocuba,MZ,67.21,clear sky,-16.8392,36.9856,Phama Lodge
1313,Mbandaka,CD,72.36,overcast clouds,0.0487,18.2603,Guest House Epervier
1317,Tamandare,BR,76.91,few clouds,-8.7597,-35.1047,Pousada 100 Passos
1319,Mecca,SA,78.62,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
1321,Cuamba,MZ,72.41,clear sky,-14.8031,36.5372,Hotel Vision
1326,Pimenta Bueno,BR,76.82,broken clouds,-11.6725,-61.1936,Cristalina Palace Hotel
1327,Niamey,NE,82.69,clear sky,13.5137,2.1098,Soluxe Hotel Niamey
1330,Mitzic,GA,69.26,light rain,0.7821,11.549,Motel Emys
1333,Vung Tau,VN,82.56,broken clouds,10.346,107.0843,Green hotel
1339,Pagudpud,PH,85.96,clear sky,18.5616,120.7868,Saud Beach Resort and Hotel - 2
1340,Sungaipenuh,ID,70.29,overcast clouds,-2.0833,101.3833,penginapan citra alam
1343,Kinkala,CG,70.21,light rain,-4.3614,14.7644,Hotel la Pepeche Kinkala
1345,Manta,EC,73.15,clear sky,-0.95,-80.7333,Balandra Hotel
1352,Gorontalo,ID,86.77,broken clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
1353,Teahupoo,PF,76.96,light rain,-17.8333,-149.2667,Vanira Lodge
1355,Sao Jose Da Coroa Grande,BR,77.23,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
1362,Monte Carmelo,BR,67.19,overcast clouds,-18.7247,-47.4986,Park hotel
1364,Linhares,BR,70.38,overcast clouds,-19.3911,-40.0722,Hotel Conceição
1367,Hirara,JP,79.07,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
1371,Nova Olinda Do Norte,BR,79.3,scattered clouds,-3.8881,-59.0942,Jardim Paiva Hotel
1377,Arawa,PG,81.97,light rain,-6.2132,155.5367,Coastline Guest House
1382,Takaungu,KE,77.0,scattered clouds,-3.6837,39.8566,Takaungu House
1386,Pasighat,IN,67.77,broken clouds,28.0667,95.3333,Siang Guest House
1387,Iralaya,HN,77.72,overcast clouds,15.0,-83.2333,Iglesia morava renovada
1389,Farafangana,MG,69.26,light rain,-22.8167,47.8333,Miarina
1391,Puerto Baquerizo Moreno,EC,69.76,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
1395,Praxedis Guerrero,MX,78.39,clear sky,31.3667,-106.0167,Congregación placitas de Otero
1397,Sassandra,CI,75.83,overcast clouds,4.95,-6.0833,la terrasse
1398,Cacoal,BR,79.3,broken clouds,-11.4386,-61.4472,Hotel BR 364
1399,Puerto Cabezas,NI,77.5,overcast clouds,14.0351,-83.3888,Cabaña Caribe
1404,Dawei,MM,78.71,overcast clouds,14.0833,98.2,Hotel Dawei
1405,Kulhudhuffushi,MV,80.22,few clouds,6.6221,73.07,Haajy Guest House 1
1408,Gemena,CD,69.94,overcast clouds,3.25,19.7667,Hôtel Goshen
1410,Sibu,MY,79.11,moderate rain,2.3,111.8167,RH HOTEL (4 Star)
1411,Iguape,BR,69.66,overcast clouds,-24.7081,-47.5553,Hotel Pousada Nossa Senhora do Carmo
1412,Labrea,BR,73.6,broken clouds,-7.2586,-64.7981,Hotel Novo Horizonte
1413,Capao Da Canoa,BR,67.17,overcast clouds,-29.7456,-50.0097,Hotel Araçá
1420,Paragominas,BR,76.8,overcast clouds,-2.9667,-47.4833,INOVA
1424,Mandera,KE,80.92,overcast clouds,3.9366,41.867,Kornesh Hotel and Lodging
1431,Levelland,US,70.2,clear sky,33.5873,-102.378,"Holiday Inn Express & Suites Levelland, an IHG Hotel"
1432,Banjar,ID,84.06,overcast clouds,-8.19,114.9675,The Hamsa Resort
1433,Kikwit,CD,69.98,light rain,-5.041,18.8162,HOTEL PLACE YALABA
1434,Presidencia Roque Saenz Pena,AR,77.29,clear sky,-26.7852,-60.4388,Hotel Aconcagua
1441,Sakakah,SA,71.17,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
1442,Omboue,GA,74.34,very heavy rain,-1.5746,9.2618,Hotel Olako
1444,Truth Or Consequences,US,73.15,clear sky,33.1284,-107.2528,Charles Motel
1448,Bardiyah,LY,69.4,few clouds,31.7561,25.0865,بورتو بردية
1449,Kapit,MY,81.95,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
1450,Hun,LY,68.43,broken clouds,29.1268,15.9477,Alrwasi Hotel
1457,Petrolina,BR,81.21,few clouds,-9.3986,-40.5008,JB Hotel
1458,San Pedro De Macoris,DO,82.49,clear sky,18.4616,-69.2972,Apartahotel Guaraguao
1459,Narrabri,AU,75.52,clear sky,-30.3167,149.7833,Crossroads Hotel
1460,Itainopolis,BR,83.43,few clouds,-7.4469,-41.4783,Pousada Posto Club Frank Aguiar
1464,Palu,ID,85.08,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
1465,Auki,SB,86.16,scattered clouds,-8.7676,160.7034,Auki Motel
1466,Khanpur,PK,71.82,clear sky,28.6453,70.6567,Ahmad bartan store
1469,Chapada Dos Guimaraes,BR,71.26,scattered clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
1470,Boyolangu,ID,82.26,overcast clouds,-8.1181,111.8935,Yos ega cv
1473,Alexandria,EG,71.67,overcast clouds,31.2156,29.9553,Royal Crown Hotel
1476,Zvishavane,ZW,70.92,clear sky,-20.3267,30.0665,Hotel Boutique Runde
1478,Shenjiamen,CN,67.57,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
1483,Hwange,ZW,75.2,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
1485,Tual,ID,83.32,broken clouds,-5.6667,132.75,Grand Vilia Hotel
1487,Pedra Azul,BR,67.39,overcast clouds,-16.0053,-41.2972,Pousada Pedra Azul
1491,Salta,AR,73.69,overcast clouds,-24.7859,-65.4117,Hotel Alejandro I
1493,Natitingou,BJ,74.26,overcast clouds,10.3042,1.3796,Auberge Centrale
1494,Neiafu,TO,83.08,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
1495,Zemio,CF,69.71,broken clouds,5.0314,25.1361,OCHA Office
1496,Tonantins,BR,76.62,broken clouds,-2.8731,-67.8022,Hotel Rei Davi
1498,Riachao Das Neves,BR,83.55,overcast clouds,-11.7461,-44.91,Casa Costa
1500,Cuiaba,BR,78.73,scattered clouds,-15.5961,-56.0967,Getúllio Hotel
1501,Nagato,JP,67.95,few clouds,34.3833,131.2,いそう庵
1503,Keti Bandar,PK,78.55,scattered clouds,24.1447,67.4497,Haji laloo memon house
1506,Bayshore Gardens,US,72.0,scattered clouds,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
1508,Brazzaville,CG,72.37,light rain,-4.2658,15.2832,Hotel Muesse
1512,Qeshm,IR,69.69,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
1514,Luang Prabang,LA,76.96,broken clouds,19.8856,102.1347,The Apsara
1515,Jizan,SA,81.54,clear sky,17.3333,42.6667,شهدان. ابوالحجر
1518,Santa Marta,CO,80.65,broken clouds,11.2408,-74.199,Casa de Isabella
1519,Peniche,PT,70.61,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
1520,Janauba,BR,79.11,overcast clouds,-15.8025,-43.3089,Ouro Norte Palace Hotel
1521,Grand-Santi,GF,74.43,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
1525,Amnat Charoen,TH,76.24,overcast clouds,15.9167,104.75,หอพักนักศึกษา
1534,Bahia Honda,CU,74.89,broken clouds,22.9036,-83.1592,Casa Gualberto - Deysi
1537,Inverell,AU,74.1,clear sky,-29.7833,151.1167,Sapphire City Motor Inn
1540,Porto Belo,BR,71.96,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
1542,Piacabucu,BR,76.84,clear sky,-10.4056,-36.4344,Piaçabuçu News
1543,Nioaque,BR,71.53,broken clouds,-21.1353,-55.83,Nioaque Novo Hotel
1544,Miri,MY,86.14,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
1545,Alice Town,BS,79.32,broken clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
1547,Natal,BR,79.45,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
1548,Pontianak,ID,82.38,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
1549,San Jose De Rio Tinto,HN,69.57,overcast clouds,14.9333,-85.7,PARQUE ECOTURISTICO QUILIZ
1552,Kantunilkin,MX,71.44,clear sky,21.0917,-87.45,Posada Paraiso
1554,Buluang,PH,84.07,broken clouds,13.3068,123.3425,Enon Beach Resort
1556,Guiglo,CI,71.08,scattered clouds,6.5456,-7.4966,Hotel GBAOLY 2
1560,Shanghai,CN,69.66,clear sky,31.2222,121.4581,Swissotel Grand Shanghai
1562,Sira,IN,68.94,broken clouds,13.7453,76.9092,Healthy lifestyle club
1566,Tacuarembo,UY,68.0,few clouds,-31.7333,-55.9833,Complejo San Fructuoso
1567,Marigot,MF,82.18,few clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
1568,Guantanamo,CU,80.67,overcast clouds,20.1444,-75.2092,Hotel Guantánamo
1569,Fougamou,GA,73.29,light rain,-1.2154,10.5838,Résidence d'Hôtes Bapedy
1570,Oriximina,BR,77.52,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
1571,Barra,BR,80.85,few clouds,-11.0894,-43.1417,Motel Albatroz
